Payout Date,,,Issued By,Consignor,Payout Type,Total Payout,,,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,,,Category,,
$14 Sale A,Blouses,07-29-2025,17684,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00033R,y2k Phat Farm Gray Denim Jacket XXL B ,2025-07-12 15:14:27,1,$49.99,$8.50,$49.99,$41.49,Jackets,,,,,,
Yves Saint Laurent Fade Tee Bw,Tees,07-29-2025,17686,$79.99,85.00%,$79.99,,$67.99,,,,,,,,,,,,,,00033L,Akoo Mamasseh Pray For My Haters Navy Long Sleeve XL B ,2025-07-12 16:28:17,1,$39.99,$8.50,$39.99,$31.49,Long Sleeves,,,,,,
$14 Sale A,Tees,07-29-2025,17695,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00031F,XOXO Denim Jacket L B ,2025-07-12 16:29:39,1,$32.99,$8.50,$32.99,$24.49,Jackets,,,,,,
$14 Sale A,Tees,07-29-2025,17695,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00036F,Northland Black Leather Jacket L B ,2025-07-12 17:09:21,1,$79.99,$26.00,$79.99,$53.99,Jackets,,,,,,
$14 Sale A,Tees,07-29-2025,17697,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00031P,y2k NY Xpress Baggy Jorts sz 38 B ,2025-07-13 15:47:09,1,$34.99,$8.50,$34.99,$26.49,Shorts/Jorts,,,,,,
$14 Sale A,Tees,07-30-2025,17708,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00031K,y2k No Boundaries Baggy Jorts w/ Back Embroidery sz 36 B ,2025-07-12 18:02:45,1,$46.99,$8.50,$46.99,$38.49,Shorts/Jorts,,,,,,
Vtg Lobo Pendleton Jacket,Jackets,07-30-2025,17714,$39.99,85.00%,$39.99,,$33.99,,,,,,,,,,,,,,322,y2k MMA Elite AOP Ghotic Skull Swim Shorts L B,2025-07-13 18:19:11,1,$24.74,$8.50,$24.74,$16.24,Shorts/Jorts,,,,,,
Ralph Lauren 1/4 Zip Gray Sweater,Sweaters,07-30-2025,17715,$29.99,85.00%,$29.99,,$25.49,,,,,,,,,,,,,,00034G,Marithe Francois Girbaud Black Baggy Jorts sz 40 B ,2025-07-14 15:44:24,1,$69.99,$8.50,$69.99,$61.49,Shorts/Jorts,,,,,,
$14 Sale A,Blouses,07-30-2025,17717,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00034M,Carhartt Black Hooded Jacket S B ,2025-07-15 16:46:47,1,$159.99,$30.00,$159.99,$129.99,Jackets,,,,,,
$14 Sale A,Long Sleeves,07-30-2025,17718,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00037X,Guess Jeans Workwear Denim Jorts sz 34 B ,2025-07-16 13:08:53,1,$34.99,$8.00,$34.99,$26.99,Shorts/Jorts,,,,,,
Carhartt Overalls 34x32 Bw,Overalls,07-31-2025,17757,$89.99,85.00%,$89.99,,$76.49,,,,,,,,,,,,,,00032B,Fox Monster Black Tee XL B ,2025-07-16 14:10:54,1,$39.99,$8.50,$39.99,$31.49,Tees,,,,,,
$20 Sale A,Tees,07-31-2025,17760,$20.00,85.00%,$20.00,,$17.00,,,,,,,,,,,,,,00037R,US Polo Assn Denim Jorts sz 33 B ,2025-07-16 16:28:44,1,$32.99,$8.00,$32.99,$24.99,Shorts/Jorts,,,,,,
Y2K Jeanstar Denim Jacket A,Jackets,07-31-2025,17760,$20.00,85.00%,$20.00,,$17.00,,,,,,,,,,,,,,00038H,Silver Jeans Distressed Straight Leg 27x31 B ,2025-07-16 17:41:06,1,$44.99,$8.00,$44.99,$36.99,Jeans ,,,,,,
Machine Bell Bottoms Light Wash,Jeans ,07-01-2025,16425,$29.99,85.00%,$29.99,,$25.49,,,,,,,,,,,,,,00038A,y2k No Fear Boxy Fit Black Full Zip Hoodie M B ,2025-07-17 13:17:07,1,$44.99,$8.00,$44.99,$36.99,Hoodies,,,,,,
Vtg Fighter Bomber Jacket,Jackets,07-02-2025,16453,$49.99,85.00%,$49.99,,$42.49,,,,,,,,,,,,,,364,Strawbridge & Clothier Red Leather Coat sz 42 B ,2025-07-17 14:29:20,1,$82.99,$26.00,$82.99,$56.99,Coats,,,,,,
$20 Sale A,Tees,07-03-2025,16497,$20.00,85.00%,$20.00,,$17.00,,,,,,,,,,,,,,386,y2k Vanilla Star Denim Flare Bottoms sz 3 B ,2025-07-17 15:54:12,1,$24.99,$8.00,$24.99,$16.99,Jeans ,,,,,,
Vtg Creation Cube Navajo Style Sherpa Lined Jacket,Jackets,07-04-2025,16500,$99.99,85.00%,$99.99,,$84.99,,,,,,,,,,,,,,00039A,y2k Fox Fur Lined Aqua Full Zip Hoodie S B ,2025-07-18 13:44:31,1,$44.99,$8.00,$44.99,$36.99,Hoodies,,,,,,
Real Tree Camo Hoodie,Hoodies,07-04-2025,16519,$20.00,85.00%,$20.00,,$17.00,,,,,,,,,,,,,,397,y2k COR3 Black Waffle Knit Long Sleeve Angel Wings S B ,2025-07-18 13:50:05,1,$29.99,$8.00,$29.99,$21.99,Long Sleeves,,,,,,
$14 Sale A,Tees,07-04-2025,16519,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00031A,y2k Ed Hardy Lavender Cropped Full Zip Hoodie M B ,2025-07-18 15:44:14,1,$39.99,$8.50,$39.99,$31.49,Hoodies,,,,,,
Polo Ralph Lauren Bomber Jacket,Jackets,07-04-2025,16519,$20.00,85.00%,$20.00,,$17.00,,,,,,,,,,,,,,00038U,Sweet Gisele Bedazzled Pirates' Skull Black Tee S B ,2025-07-18 15:58:13,1,$24.99,$8.00,$24.99,$16.99,Tees,,,,,,
Vintage Dalmatians Crew Sweater,Sweaters,07-04-2025,16535,$29.99,85.00%,$29.99,,$25.49,,,,,,,,,,,,,,00039C,Empyre Black Full Zip Hoodie L B ,2025-07-18 17:49:23,1,$39.99,$8.00,$39.99,$31.99,Hoodies,,,,,,
Supreme Embroidered Long Sleeve Bw,Long Sleeves,07-06-2025,16598,$49.99,85.00%,$49.99,,$42.49,,,,,,,,,,,,,,00032H,Man Skate OFCL Navy Tee M B ,2025-07-18 17:58:22,1,$24.99,$8.50,$24.99,$16.49,Tees,,,,,,
Supreme 1/4 Zip Bw,Crewnecks,07-06-2025,16601,$59.99,85.00%,$59.99,,$50.99,,,,,,,,,,,,,,00039G,y2k Tapout Army Chains Navy Tee L B ,2025-07-19 12:57:58,1,$39.99,$8.00,$39.99,$31.99,Tees,,,,,,
Harley Davidson Vest,Vests,07-06-2025,16616,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,340,Carhartt Straight Fit Black 36x32 B ,2025-07-19 13:26:33,1,$39.99,$26.00,$39.99,$13.99,Jeans ,,,,,,
Supreme Chihuahua Rubber Johnny Hoodie Bw,Hoodies,07-06-2025,16620,$79.99,85.00%,$79.99,,$67.99,,,,,,,,,,,,,,00034Z,Carhartt Black Double Knees 32x32 Made in Mexico B ,2025-07-19 18:04:59,1,$109.99,$30.00,$109.99,$79.99,Jeans ,,,,,,
$14 Sale A,Jackets,07-06-2025,16626,$14.00,85.00%,$14.00,,$11.90,,,,,,,,,,,,,,00038V,No Boundaries Flame Black Button Up Tee M B,2025-07-19 16:00:38,1,$29.99,$8.00,$29.99,$21.99,Tees,,,,,,
Kith Stars Wars Darth Vader Tee Bw,Tees,07-07-2025,16665,$29.99,85.00%,$29.99,,$25.49,,,,,,,,,,,,,,00039U,Ecko Unltd Navy Waffle Knit Long Sleeve M B ,2025-07-19 18:56:54,1,$32.99,$8.00,$32.99,$24.99,Long Sleeves,,,,,,
Stussy Striped Long Sleeve Bw,Long Sleeves,07-07-2025,16665,$29.99,85.00%,$29.99,,$25.49,,,,,,,,,,,,,,319,y2k Adika Purple Butterfly Flames Black Long Sleeve L B ,2025-07-20 15:30:16,1,$31.99,$8.50,$31.99,$23.49,Long Sleeves,,,,,,
Supreme “Boyfriend can’t skate” Hoodie Bw,Hoodies,07-08-2025,16681,$99.99,85.00%,$99.99,,$84.99,,,,,,,,,,,,,,00039Q,y2k Affliction Redemption Cross Skull Wings Black Tee M B ,2025-07-21 12:37:52,1,$39.99,$8.00,$39.99,$31.99,Tees,,,,,,
Ralph Lauren Polo,Tees,07-09-2025,16698,$18.95,85.00%,$18.95,,$16.11,,,,,,,,,,,,,,00031I,Fox Monster Energy Black Hoodie M B ,2025-07-21 12:44:36,1,$74.99,$8.50,$74.99,$66.49,Hoodies,,,,,,
Dickies Shorts,Shorts/Jorts,07-09-2025,16698,$24.95,85.00%,$24.95,,$21.21,,,,,,,,,,,,,,00038I,Bebe Dark Wash Straight Leg sz 28 B ,2025-07-21 14:25:10,1,$34.99,$8.00,$34.99,$26.99,Jeans ,,,,,,
,,Total Paid:,,"$2,799.41",102,$27.45,,"$2,379.46",,,,,,,,,,,,,,00037V,y2k Southpole Bedazzled Dragon Tan Waffle Knit Long Sleeve M B ,2025-07-21 16:27:54,1,$34.99,$8.00,$34.99,$26.99,Long Sleeves,,,,,,
,,,,,,,,,,,,,,,,,,,,,,00031R,Bugle Boy AOP Floral Green Blue Print Tee B ,2025-07-22 13:25:53,1,$24.99,$8.50,$24.99,$16.49,Tees,,,,,,
07-31-2025,,,Annie Zhou,Anel Sanchez - 03X,Print List,$138.00,,,,,,,,,,,,,,,,312,y2k Fox Snake Black V Neck Tee S B ,2025-07-22 16:50:07,1,$27.99,$8.50,$27.99,$19.49,Tees,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,0003A4,Supreme Skull Teeth White Graphic Tee Made in USA L B ,2025-07-22 17:19:11,1,$49.99,$8.00,$49.99,$41.99,Tees,,,,,,
Women Liker Pin,Keychains,07-02-2025,16443,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,385,y2k Nitro Junkie NHRA Championship Drag Race Black Tee M B ,2025-07-22 18:29:59,1,$24.99,$8.00,$24.99,$16.99,Tees,,,,,,
Koi Print,Prints,07-03-2025,16459,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,00037U,y2k Dragonfly Skull Gray Waffle Knit Long Sleeve L B ,2025-07-23 12:47:39,1,$22.49,$8.00,$22.49,$14.49,Long Sleeves,,,,,,
No Face Charm,Keychains,07-07-2025,16649,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,00036G,Global A-1 Brown Leather Jacket B ,2025-07-23 15:06:11,1,$79.99,$26.00,$79.99,$53.99,Jackets,,,,,,
Strawberry Tiger Charm,Keychains,07-08-2025,16691,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,362,Winlit 1969 Brown Floral Leather Jacket (Flawed) B ,2025-07-23 15:07:59,1,$64.99,$26.00,$64.99,$38.99,Jackets,,,,,,
Rainbow Cats Print,Prints,07-11-2025,16787,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,0003B0,Harley Davidson Black Jacket w/ Back Hit XS B ,2025-07-23 15:30:32,1,$32.99,$8.00,$32.99,$24.99,Jackets,,,,,,
Strawberry Cats Sticker Pack,Stickers,07-11-2025,16807,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,0003AQ,Marc Ecko Egyptian Brown Jacket M B ,2025-07-24 13:02:51,1,$39.99,$8.00,$39.99,$31.99,Jackets,,,,,,
Fruit Cats Sticker Pack,Stickers,07-11-2025,16807,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,337,y2k Jordan Craig Laugh Now Cry Later Black Tee 2XL B ,2025-07-24 13:02:51,1,$29.99,$8.50,$29.99,$21.49,Tees,,,,,,
Funny Cats Sticker Pack,Stickers,07-11-2025,16807,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,0003AU,Ed Hardy Bedazzled Long Sleeve w/ Hood S B ,2025-07-24 14:36:10,1,$33.99,$8.00,$33.99,$25.99,Long Sleeves,,,,,,
Cat Loafs Print.,Prints,07-11-2025,16816,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,0003BD,Tommy Innit Black Hoodie w/ Back Graphics 3XL B ,2025-07-24 14:44:22,1,$36.99,$8.00,$36.99,$28.99,Hoodies,,,,,,
Math Isn't Mathing Pin,Keychains,07-12-2025,16891,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00039I,y2k MMA Elite Red Skulls Tee S B ,2025-07-24 17:27:58,1,$35.99,$8.00,$35.99,$27.99,Tees,,,,,,
Mikan Cats Pouch,Misc. Accessories,07-16-2025,17028,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00036D,Adventure Bound by Wilsons Brown Leather Coat w/ Fur Trim L B ,2025-07-25 12:12:08,1,$109.99,$26.00,$109.99,$83.99,Coats,,,,,,
Coffin Cat Pin.,Keychains,07-17-2025,17052,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,393,Stussy Brown Long Sleeve M B ,2025-07-25 16:22:59,1,$39.99,$8.00,$39.99,$31.99,Long Sleeves,,,,,,
Cat Loafs Print.,Prints,07-19-2025,17175,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,00032G,Kid Robot Frosty Beats White Tee 2XL B ,2025-07-25 17:27:36,1,$27.99,$8.50,$27.99,$19.49,Tees,,,,,,
Cat Loafs Pouch,Misc. Accessories,07-19-2025,17201,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,0003B6,Ecko Unltd Black Hoodie M B ,2025-07-26 14:49:04,1,$32.99,$8.00,$32.99,$24.99,Hoodies,,,,,,
Rainbow Cats Pouch,Misc. Accessories,07-19-2025,17201,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00038M,Famous Family Black Tee XL B ,2025-07-26 15:00:55,1,$23.99,$8.00,$23.99,$15.99,Tees,,,,,,
Sakura Boba Shaker Charm,Keychains,07-20-2025,17248,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,00039P,y2k Southpole Eagle White Tee L B ,2025-07-26 16:29:35,1,$38.99,$8.00,$38.99,$30.99,Tees,,,,,,
Women Liker Pin,Keychains,07-20-2025,17270,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00038J,Vigoss Light Wash Flares sz 3 B ,2025-07-26 17:00:47,1,$29.99,$8.00,$29.99,$21.99,Jeans ,,,,,,
Ugh Cat Charm,Keychains,07-20-2025,17271,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00039F,y2k Fubu Green Jacket w/ Red and White Stripe XL B ,2025-07-27 15:58:58,1,$20.00,$8.00,$20.00,$12.00,Jackets,,,,,,
Women Liker Pin,Keychains,07-20-2025,17271,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,0003B3,y2k Quiksilver Cream Work Jacket XL B ,2025-07-27 15:43:12,1,$39.99,$8.00,$39.99,$31.99,Jackets,,,,,,
Math Isn't Mathing Pin,Keychains,07-20-2025,17290,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00039S,Ed Hardy Dragon Olive Fleece Shorts XL B ,2025-07-27 16:21:18,1,$39.99,$8.00,$39.99,$31.99,Shorts/Jorts,,,,,,
Blueberry Cats Pouch,Misc. Accessories,07-20-2025,17290,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00038K,Rising National Patchwork Full Zip Hoodie Boho M B ,2025-07-28 13:06:45,1,$32.99,$8.00,$32.99,$24.99,Hoodies,,,,,,
Cat Loafs Pouch,Keychains,07-21-2025,17297,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00031N,Vtg Enyce Light Wash Jorts sz 42 B ,2025-07-28 15:05:47,1,$34.99,$8.50,$34.99,$26.49,Shorts/Jorts,,,,,,
Cat Loafs Print.,Prints,07-22-2025,17353,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,00031M,Delf Light Wash Jorts sz 42 B ,2025-07-28 15:05:48,1,$32.99,$8.50,$32.99,$24.49,Shorts/Jorts,,,,,,
Cat Loafs Pouch,Misc. Accessories,07-25-2025,17445,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,368,Wilson's Leather Black Moto Style Leather Jacket L B ,2025-07-28 15:45:03,1,$109.99,$26.00,$109.99,$83.99,Jackets,,,,,,
Math Isn't Mathing Pin,Keychains,07-29-2025,17666,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,3:00 AM,Element Brown Waffle Knit Long Sleeve B ,2025-07-29 14:39:04,1,$27.99,$8.00,$27.99,$19.99,Long Sleeves,,,,,,
Coffin Cat Pin.,Keychains,07-29-2025,17685,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00038C,Black Faux Leather Corset B ,2025-07-28 17:31:08,1,$27.99,$8.00,$27.99,$19.99,Lingerie,,,,,,
Strawberry Hat Cat Pin,Keychains,07-31-2025,17743,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00035V,Vtg Brown Leather Jacket sz 42 Made in Korea B ,2025-07-29 15:04:09,1,$129.99,$26.00,$129.99,$103.99,Jackets,,,,,,
Cat Loafs Print.,Prints,07-31-2025,17745,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,0003BC,Delf 28 Black Pullover XL B ,2025-07-29 16:15:42,1,$25.49,$8.00,$25.49,$17.49,Crewnecks,,,,,,
,,Total Paid:,,$284.00,28,$10.14,,$138.00,,,,,,,,,,,,,,00038R,Christian Audigier Ed Hardy AOP Skull Blue Tee L B ,2025-07-30 16:17:32,1,$39.99,$8.00,$39.99,$31.99,Tees,,,,,,
,,,,,,,,,,,,,,,,,,,,,,315,y2k Ed Hardy Eagle Snake Skull Gray Tee B ,2025-07-30 16:17:33,1,$31.99,$8.50,$31.99,$23.49,Tees,,,,,,
07-31-2025,,,Annie Zhou,Angel Ho - 01X,Print List,$216.75,,,,,,,,,,,,,,,,0003BK,INC Blue Lace Floral V Neck Long Sleeve S B ,2025-07-31 14:44:23,1,$34.99,$8.00,$34.99,$26.99,Long Sleeves,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,320,y2k Oneill Gray Waffle Knit Long Sleeve L B ,2025-07-31 16:56:57,1,$29.99,$8.50,$29.99,$21.49,Long Sleeves,,,,,,
Angelico Earrings,Earrings,07-02-2025,16443,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,83,"$3,632.93",$940.00,$43.77,,,,,,,,
Angelico Earrings,Earrings,07-02-2025,16443,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelico Phone Charm,Phone Charms,07-05-2025,16559,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,0002YX,Miss Me Lace Embroidered Bedazzled Jorts sz 29 Sac ,2025-07-02 17:34:37,1,$42.99,$15.00,$42.99,$27.99,Shorts/Jorts,,,,,,
Angelico Phone Charm,Phone Charms,07-08-2025,16670,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,0002XH,Ecko Red Teal Cropped Jacket L Sac ,2025-07-03 15:23:16,1,$36.99,$16.00,$36.99,$20.99,Jackets,,,,,,
Angelico Rope Necklace,Necklaces,07-10-2025,16739,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,00035U,Harley Davidson Gray Button Up Tee w/ Skull Back Embroidery L Sac ,2025-07-03 15:28:02,1,$49.99,$15.00,$49.99,$34.99,Tees,,,,,,
Angelico Necklace,Necklaces,07-10-2025,16755,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,0002N2,Moda International Baby Blue Velour Full Zip Hoodie XL Sac ,2025-07-03 16:41:31,1,$28.99,$15.00,$28.99,$13.99,Hoodies,,,,,,
Angelico Rope Necklace,Necklaces,07-12-2025,16871,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,00035G,Harley Davidson El Paso Texas Coral Bedazzled Sleeveless Tee M Sac ,2025-07-03 18:01:18,1,$27.99,$15.00,$27.99,$12.99,Tees,,,,,,
Angelico Earrings,Earrings,07-12-2025,16880,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,0002P8,Wilson's Pelle Studio Black Leather Jacket XS Sac ,2025-07-04 12:49:48,1,$59.99,$0.00,$59.99,$59.99,Jackets,,,,,,
Angelico Earrings,Earrings,07-12-2025,16880,$11.00,75.00%,$11.00,,$8.25,,,,,,,,,,,,,,00033U,Rock Revival Boot Cut Bling Back sz 26 Sac ,2025-07-04 15:13:09,1,$59.99,$20.00,$59.99,$39.99,Jeans ,,,,,,
Angelico Rope Necklace,Necklaces,07-15-2025,16973,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,0002ZQ,Wilson's Leather Pelle Studio Black Leather Jacket XXL Sac ,2025-07-04 18:19:59,1,$79.99,$20.00,$79.99,$59.99,Jackets,,,,,,
Angelico Rope Necklace,Necklaces,07-17-2025,17066,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,00035E,Harley Davidson Black and Yellow Button Up Tee Sac ,2025-07-05 14:00:23,1,$54.99,$15.00,$54.99,$39.99,Button Ups,,,,,,
Angelico Phone Strap,Phone Charms,07-18-2025,17067,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,00035Q,Harley Davidson Sandusky Ohio Black Tank Top XL Sac ,2025-07-05 15:31:52,1,$24.99,$15.00,$24.99,$9.99,Tank tops ,,,,,,
Angelico Chain Bracelet,Bracelets,07-19-2025,17141,$14.00,75.00%,$14.00,,$10.50,,,,,,,,,,,,,,0002NW,Wilson's Leather Red Suede Leather Blazer L Sac ,2025-07-06 15:53:06,1,$69.99,$15.00,$69.99,$54.99,Jackets,,,,,,
Angelico Earrings,Earrings,07-19-2025,17152,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,0002Z4,Harley Davidson Bikes Balconies and Beads Mardi Gras Black Tank Top XL Sac ,2025-07-06 16:11:58,1,$26.99,$15.00,$26.99,$11.99,Tank tops ,,,,,,
Angelico Necklace,Necklaces,07-19-2025,17187,$35.00,75.00%,$35.00,,$26.25,,,,,,,,,,,,,,0002RY,Tan Coach Bag w/ Rainbow Bottom Sac ,2025-07-07 17:09:52,1,$59.99,$19.83,$59.99,$40.16,Bags,,,,,,
Angelico Rope Necklace,Necklaces,07-21-2025,17301,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,0002U0,Harley Davidson Bedazzled Black Long Sleeve V Neck L Sac ,2025-07-07 18:16:35,1,$32.99,$9.00,$32.99,$23.99,Long Sleeves,,,,,,
Angelico Necklace,Necklaces,07-22-2025,17346,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,00033W,Miss Me Signature Boot Sequin Back sz 26 Sac ,2025-07-07 18:18:00,1,$74.99,$20.00,$74.99,$54.99,Jeans ,,,,,,
Angelico Earrings,Earrings,07-22-2025,17347,$11.00,75.00%,$11.00,,$8.25,,,,,,,,,,,,,,0002ZM,y2k Xtreme Couture Jeans w/ Back Embroidery sz 38 Sac ,2025-07-08 15:09:33,1,$49.99,$20.00,$49.99,$29.99,Jeans ,,,,,,
Angelico Charms Keychain,Keychains,07-22-2025,17352,$11.00,75.00%,$11.00,,$8.25,,,,,,,,,,,,,,00036M,Harley Davidson Bedford Heights Ohio Black Cropped Tee Sac ,2025-07-08 15:34:43,1,$25.99,$15.00,$25.99,$10.99,Tees,,,,,,
Angelico Earrings,Earrings,07-23-2025,17383,$11.00,75.00%,$11.00,,$8.25,,,,,,,,,,,,,,00036J,Harley Davidson Black Lace Tank Top S Sac ,2025-07-08 16:00:14,1,$28.00,$15.00,$28.00,$13.00,Tank tops ,,,,,,
Angelico Phone Charms,Phone Charms,07-24-2025,17429,$9.00,75.00%,$9.00,,$6.75,,,,,,,,,,,,,,00030D,Harley Davidson Lancaster Willow Street PA White V Neck Cropped Tee Sac ,2025-07-09 13:43:34,1,$27.99,$15.00,$27.99,$12.99,Tees,,,,,,
Angelico Earrings,Earrings,07-25-2025,17451,$11.00,75.00%,$11.00,,$8.25,,,,,,,,,,,,,,00036U,Harley Davidson Purple Bedazzled Tank XS Sac ,2025-07-09 14:15:22,1,$31.99,$15.00,$31.99,$16.99,Tank tops ,,,,,,
Cross Necklace,Necklaces,07-26-2025,17499,$28.00,75.00%,$28.00,,$21.00,,,,,,,,,,,,,,0002ZE,Harley Davidson Mentor Ohio Tank Top M Sac ,2025-07-09 15:09:15,1,$27.99,$15.00,$27.99,$12.99,Tank tops ,,,,,,
Angelico Necklace,Necklaces,07-26-2025,17541,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,00036O,Orange County Choppers Pink Accent Black Tank Top Sac ,2025-07-09 15:49:08,1,$26.99,$16.00,$26.99,$10.99,Tank tops ,,,,,,
Angelico Necklace,Necklaces,07-26-2025,17551,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,357,Harley Davidson Onalaska WI Embroidered Gray Crop Top L Sac ,2025-07-10 16:47:04,1,$27.99,$15.00,$27.99,$12.99,Tees,,,,,,
Angelico Sword phone Charm,Phone Charms,07-26-2025,17551,$10.00,75.00%,$10.00,,$7.50,,,,,,,,,,,,,,00035T,Harley Davidson Black Button Up Tee w/ Back Sword Embroidery M Sac ,2025-07-11 15:24:48,1,$49.99,$15.00,$49.99,$34.99,Tees,,,,,,
Angelico Earrings,Earrings,07-27-2025,17617,$11.00,75.00%,$11.00,,$8.25,,,,,,,,,,,,,,0002YF,Vtg Yamaha Maxim Wear Black Jacket S Sac ,2025-07-11 15:29:39,1,$69.99,$20.00,$69.99,$49.99,Jackets,,,,,,
Angelico Phone Charm,Phone Charms,07-28-2025,17656,$11.00,75.00%,$11.00,,$8.25,,,,,,,,,,,,,,00030Q,Miss Me Cross Boot Cut Jeans sz 30 Sac ,2025-07-11 16:33:59,1,$74.99,$20.00,$74.99,$54.99,Jeans ,,,,,,
Angelico Rope Necklace,Necklaces,07-31-2025,17765,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,00033T,Miss Me Bedazzled Boot Cut sz 26 Sac ,2025-07-11 18:14:05,1,$79.99,$20.00,$79.99,$59.99,Jeans ,,,,,,
,,Total Paid:,,$389.00,29,$13.41,,$216.75,,,,,,,,,,,,,,00035F,Harley Davidson Painted Post NY Gray Eagle V Neck Tank S Sac ,2025-07-12 16:40:41,1,$27.99,$15.00,$27.99,$12.99,Tank tops ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0002S2,49ers Black Satin Jacket Sac ,2025-07-13 14:07:05,1,$89.99,$19.83,$89.99,$70.16,Jackets,,,,,,
07-31-2025,,,Annie Zhou,Aysan Sarai - 03F,Print List,$267.75,,,,,,,,,,,,,,,,00036X,Harley Davidson Bedazzled Youngstown OH Black Tee S Sac ,2025-07-13 16:25:40,1,$29.99,$15.00,$29.99,$14.99,Tees,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,00036L,Harley Davidson Skull Gems Black Tank Top XS Sac ,2025-07-13 16:29:05,1,$25.99,$15.00,$25.99,$10.99,Tank tops ,,,,,,
Clay Meadow Stickers,Stickers,07-01-2025,16405,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,00036Q,Harley Davidson Las Vegas Angel Wings Back Black Tee XL (NEW w/ tags) Sac ,2025-07-13 17:11:18,1,$28.99,$15.00,$28.99,$13.99,Tees,,,,,,
